requisito_id,tipo,licenca,documento,modulo,topico,teste_aderencia,evidencia_esperada,peso,impacto,norma_origem,artigo_referencia,aplicabilidade_uf,data_mapeamento
R.374,,,EIA,"5. COMPATIBILIDADE COM PLANOS, PROGRAMAS E PROJETOS COLOCALIZADOS",5.8 Interferência com Outros Empreendimentos,"A análise identificou interferências territoriais, operacionais e ambientais com outros empreendimentos da região?","d) Pressões conjuntas sobre fauna, flora e recursos hídricos;",,,,,MG,2024-01-01
R.375,,,EIA,"5. COMPATIBILIDADE COM PLANOS, PROGRAMAS E PROJETOS COLOCALIZADOS",5.8 Interferência com Outros Empreendimentos,"A análise identificou interferências territoriais, operacionais e ambientais com outros empreendimentos da região?","e) Riscos associados a instalações próximas (barragens, redes elétricas, minerodutos, estradas);",,,,,MG,2024-01-01
R.376,,,EIA,"5. COMPATIBILIDADE COM PLANOS, PROGRAMAS E PROJETOS COLOCALIZADOS",5.8 Interferência com Outros Empreendimentos,"A análise identificou interferências territoriais, operacionais e ambientais com outros empreendimentos da região?",f) Avaliação de compatibilidade operacional e espacial,,,,,MG,2024-01-01
R.377,,,EIA,"5. COMPATIBILIDADE COM PLANOS, PROGRAMAS E PROJETOS COLOCALIZADOS","5.9 Interferência com Territórios Indígenas, Quilombolas e Povos/Comunidades Tradicionais",O estudo avalia adequadamente interferências e impactos em comunidades tradicionais conforme legislação específica?,a) Identificação e delimitação oficial de territórios indígenas;,,,,,MG,2024-01-01
R.378,,,EIA,"5. COMPATIBILIDADE COM PLANOS, PROGRAMAS E PROJETOS COLOCALIZADOS","5.9 Interferência com Territórios Indígenas, Quilombolas e Povos/Comunidades Tradicionais",O estudo avalia adequadamente interferências e impactos em comunidades tradicionais conforme legislação específica?,b) Identificação de territórios quilombolas certificados ou em processo;,,,,,MG,2024-01-01
R.379,,,EIA,"5. COMPATIBILIDADE COM PLANOS, PROGRAMAS E PROJETOS COLOCALIZADOS","5.9 Interferência com Territórios Indígenas, Quilombolas e Povos/Comunidades Tradicionais",O estudo avalia adequadamente interferências e impactos em comunidades tradicionais conforme legislação específica?,"c) Comunidades tradicionais reconhecidas (extrativistas, geraizeiros, faxinalenses etc.);",,,,,MG,2024-01-01
R.380,,,EIA,"5. COMPATIBILIDADE COM PLANOS, PROGRAMAS E PROJETOS COLOCALIZADOS","5.9 Interferência com Territórios Indígenas, Quilombolas e Povos/Comunidades Tradicionais",O estudo avalia adequadamente interferências e impactos em comunidades tradicionais conforme legislação específica?,"d) Análise das rotas, áreas de uso tradicional e territórios ampliados;",,,,,MG,2024-01-01
R.381,,,EIA,"5. COMPATIBILIDADE COM PLANOS, PROGRAMAS E PROJETOS COLOCALIZADOS","5.9 Interferência com Territórios Indígenas, Quilombolas e Povos/Comunidades Tradicionais",O estudo avalia adequadamente interferências e impactos em comunidades tradicionais conforme legislação específica?,"e) Avaliação de impactos diretos, indiretos e cumulativos;",,,,,MG,2024-01-01
R.382,,,EIA,"5. COMPATIBILIDADE COM PLANOS, PROGRAMAS E PROJETOS COLOCALIZADOS","5.9 Interferência com Territórios Indígenas, Quilombolas e Povos/Comunidades Tradicionais",O estudo avalia adequadamente interferências e impactos em comunidades tradicionais conforme legislação específica?,"f) Exigências legais aplicáveis (FUNAI, Fundação Palmares, INCRA);",,,,,MG,2024-01-01
R.383,,,EIA,"5. COMPATIBILIDADE COM PLANOS, PROGRAMAS E PROJETOS COLOCALIZADOS","5.9 Interferência com Territórios Indígenas, Quilombolas e Povos/Comunidades Tradicionais",O estudo avalia adequadamente interferências e impactos em comunidades tradicionais conforme legislação específica?,g) Análise de risco cultural e territorial;,,,,,MG,2024-01-01
R.384,,,EIA,"5. COMPATIBILIDADE COM PLANOS, PROGRAMAS E PROJETOS COLOCALIZADOS","5.9 Interferência com Territórios Indígenas, Quilombolas e Povos/Comunidades Tradicionais",O estudo avalia adequadamente interferências e impactos em comunidades tradicionais conforme legislação específica?,h) Avaliação de compatibilidade com direitos e protocolos comunitários,,,,,MG,2024-01-01
R.385,,,EIA,6. ÓRGÃOS E ENTIDADES ENVOLVIDOS,6.1 Identificação de Órgãos e Entidades que Devem se Manifestar,Os órgãos e entidades potencialmente envolvidos no licenciamento foram identificados de acordo com o Decreto Estadual nº 47.383/2018 e normas correlatas?,"a) Identificação de todas as instituições governamentais com competência sobre o território, patrimônio, recursos naturais e comunidades potencialmente afetadas;",,,,,MG,2024-01-01
R.386,,,EIA,,6.1 Identificação de Órgãos e Entidades que Devem se Manifestar,Os órgãos e entidades potencialmente envolvidos no licenciamento foram identificados de acordo com o Decreto Estadual nº 47.383/2018 e normas correlatas?,b) Avaliação da necessidade legal de manifestação conforme cada norma aplicável;,,,,,MG,2024-01-01
R.387,,,EIA,6. ÓRGÃOS E ENTIDADES ENVOLVIDOS,6.1 Identificação de Órgãos e Entidades que Devem se Manifestar,Os órgãos e entidades potencialmente envolvidos no licenciamento foram identificados de acordo com o Decreto Estadual nº 47.383/2018 e normas correlatas?,c) Análise das atribuições de cada órgão no contexto do licenciamento;,,,,,MG,2024-01-01
R.388,,,EIA,6. ÓRGÃOS E ENTIDADES ENVOLVIDOS,6.1 Identificação de Órgãos e Entidades que Devem se Manifestar,Os órgãos e entidades potencialmente envolvidos no licenciamento foram identificados de acordo com o Decreto Estadual nº 47.383/2018 e normas correlatas?,d) Relação entre tipo de impacto potencial e necessidade de manifestação institucional;,,,,,MG,2024-01-01
R.389,,,EIA,6. ÓRGÃOS E ENTIDADES ENVOLVIDOS,6.1 Identificação de Órgãos e Entidades que Devem se Manifestar,Os órgãos e entidades potencialmente envolvidos no licenciamento foram identificados de acordo com o Decreto Estadual nº 47.383/2018 e normas correlatas?,"e) Especificação de manifestações obrigatórias, condicionais e facultativas",,,,,MG,2024-01-01
R.390,,,EIA,6. ÓRGÃOS E ENTIDADES ENVOLVIDOS,6.2 Síntese dos Estudos e Documentos Encaminhados aos Órgãos,O estudo apresenta síntese consistente e clara dos documentos submetidos ou a submeter aos órgãos competentes?,a) Resumo dos estudos ambientais e técnicos enviados a cada órgão;,,,,,MG,2024-01-01
R.391,,,EIA,6. ÓRGÃOS E ENTIDADES ENVOLVIDOS,6.2 Síntese dos Estudos e Documentos Encaminhados aos Órgãos,O estudo apresenta síntese consistente e clara dos documentos submetidos ou a submeter aos órgãos competentes?,b) Identificação dos documentos ainda pendentes de envio;,,,,,MG,2024-01-01
R.392,,,EIA,6. ÓRGÃOS E ENTIDADES ENVOLVIDOS,6.2 Síntese dos Estudos e Documentos Encaminhados aos Órgãos,O estudo apresenta síntese consistente e clara dos documentos submetidos ou a submeter aos órgãos competentes?,c) Relação entre cada documento e a exigência legal correspondente;,,,,,MG,2024-01-01
R.393,,,EIA,6. ÓRGÃOS E ENTIDADES ENVOLVIDOS,6.2 Síntese dos Estudos e Documentos Encaminhados aos Órgãos,O estudo apresenta síntese consistente e clara dos documentos submetidos ou a submeter aos órgãos competentes?,"d) Indicação dos protocolos e datas de submissão, quando aplicável;",,,,,MG,2024-01-01
R.394,,,EIA,6. ÓRGÃOS E ENTIDADES ENVOLVIDOS,6.2 Síntese dos Estudos e Documentos Encaminhados aos Órgãos,O estudo apresenta síntese consistente e clara dos documentos submetidos ou a submeter aos órgãos competentes?,e) Estabelecimento de quadro-síntese contendo: órgão – documento – objetivo – status,,,,,MG,2024-01-01
R.395,,,EIA,6. ÓRGÃOS E ENTIDADES ENVOLVIDOS,6.3 Conclusões ou Manifestações Emitidas pelos Órgãos,"Foram apresentadas as conclusões oficiais dos órgãos, sempre que já emitidas?",a) Registro das manifestações recebidas de cada instituição;,,,,,MG,2024-01-01
R.396,,,EIA,6. ÓRGÃOS E ENTIDADES ENVOLVIDOS,6.3 Conclusões ou Manifestações Emitidas pelos Órgãos,"Foram apresentadas as conclusões oficiais dos órgãos, sempre que já emitidas?","b) Apresentação das condicionantes, recomendações ou exigências técnicas emitidas;",,,,,MG,2024-01-01
R.397,,,EIA,6. ÓRGÃOS E ENTIDADES ENVOLVIDOS,6.3 Conclusões ou Manifestações Emitidas pelos Órgãos,"Foram apresentadas as conclusões oficiais dos órgãos, sempre que já emitidas?","c) Indicação de manifestação favorável, condicionada ou desfavorável;",,,,,MG,2024-01-01
R.398,,,EIA,6. ÓRGÃOS E ENTIDADES ENVOLVIDOS,6.3 Conclusões ou Manifestações Emitidas pelos Órgãos,"Foram apresentadas as conclusões oficiais dos órgãos, sempre que já emitidas?",d) Tratamento das exigências adicionais solicitadas;,,,,,MG,2024-01-01
R.399,,,EIA,6. ÓRGÃOS E ENTIDADES ENVOLVIDOS,6.3 Conclusões ou Manifestações Emitidas pelos Órgãos,"Foram apresentadas as conclusões oficiais dos órgãos, sempre que já emitidas?","e) Inclusão de anexos contendo pareceres e documentos oficiais, quando disponíveis",,,,,MG,2024-01-01
R.400,,,EIA,6. ÓRGÃOS E ENTIDADES ENVOLVIDOS,6.4 Órgãos de Patrimônio Histórico e Cultural,"O estudo identificou corretamente a necessidade de manifestação de IEPHA-MG e IPHAN, e avaliou impactos potenciais sobre patrimônio cultural material e imaterial?",a) IEPHA-MG – análise conforme art. 10 da Lei Estadual nº 11.726/1994;,,,,,MG,2024-01-01
R.401,,,EIA,6. ÓRGÃOS E ENTIDADES ENVOLVIDOS,6.4 Órgãos de Patrimônio Histórico e Cultural,"O estudo identificou corretamente a necessidade de manifestação de IEPHA-MG e IPHAN, e avaliou impactos potenciais sobre patrimônio cultural material e imaterial?",b) IPHAN – avaliação conforme Portaria Interministerial nº 60/2015;,,,,,MG,2024-01-01
R.402,,,EIA,6. ÓRGÃOS E ENTIDADES ENVOLVIDOS,6.4 Órgãos de Patrimônio Histórico e Cultural,"O estudo identificou corretamente a necessidade de manifestação de IEPHA-MG e IPHAN, e avaliou impactos potenciais sobre patrimônio cultural material e imaterial?","c) Identificação de sítios arqueológicos, edificações históricas e bens culturais registrados;",,,,,MG,2024-01-01
R.403,,,EIA,6. ÓRGÃOS E ENTIDADES ENVOLVIDOS,6.4 Órgãos de Patrimônio Histórico e Cultural,"O estudo identificou corretamente a necessidade de manifestação de IEPHA-MG e IPHAN, e avaliou impactos potenciais sobre patrimônio cultural material e imaterial?","d) Avaliação de impactos diretos, indiretos e cumulativos;",,,,,MG,2024-01-01
R.404,,,EIA,6. ÓRGÃOS E ENTIDADES ENVOLVIDOS,6.4 Órgãos de Patrimônio Histórico e Cultural,"O estudo identificou corretamente a necessidade de manifestação de IEPHA-MG e IPHAN, e avaliou impactos potenciais sobre patrimônio cultural material e imaterial?",e) Necessidade de Programas de Gestão do Patrimônio Cultural,,,,,MG,2024-01-01
R.405,,,EIA,6. ÓRGÃOS E ENTIDADES ENVOLVIDOS,"6.5 Órgãos de Conservação da Natureza (Federal, Estadual, Municipal)",O estudo avaliou interferências em Unidades de Conservação e Zonas de Amortecimento conforme CONAMA 428/2010 e normas estaduais?,a) ICMBio – análise de impactos em UC federal ou ZA (conforme Resolução CONAMA 428/2010);,,,,,MG,2024-01-01
R.406,,,EIA,6. ÓRGÃOS E ENTIDADES ENVOLVIDOS,"6.5 Órgãos de Conservação da Natureza (Federal, Estadual, Municipal)",O estudo avaliou interferências em Unidades de Conservação e Zonas de Amortecimento conforme CONAMA 428/2010 e normas estaduais?,b) Órgãos gestores estaduais e municipais de UC;,,,,,MG,2024-01-01
R.407,,,EIA,6. ÓRGÃOS E ENTIDADES ENVOLVIDOS,"6.5 Órgãos de Conservação da Natureza (Federal, Estadual, Municipal)",O estudo avaliou interferências em Unidades de Conservação e Zonas de Amortecimento conforme CONAMA 428/2010 e normas estaduais?,c) Identificação de sobreposição total ou parcial;,,,,,MG,2024-01-01
R.408,,,EIA,6. ÓRGÃOS E ENTIDADES ENVOLVIDOS,"6.5 Órgãos de Conservação da Natureza (Federal, Estadual, Municipal)",O estudo avaliou interferências em Unidades de Conservação e Zonas de Amortecimento conforme CONAMA 428/2010 e normas estaduais?,d) Avaliação de restrições operacionais e condicionantes potenciais;,,,,,MG,2024-01-01
R.409,,,EIA,6. ÓRGÃOS E ENTIDADES ENVOLVIDOS,"6.5 Órgãos de Conservação da Natureza (Federal, Estadual, Municipal)",O estudo avaliou interferências em Unidades de Conservação e Zonas de Amortecimento conforme CONAMA 428/2010 e normas estaduais?,e) Necessidade de Anuência de UC conforme Decreto Estadual nº 47.941/2020,,,,,MG,2024-01-01
R.410,,,EIA,6. ÓRGÃOS E ENTIDADES ENVOLVIDOS,6.6 Órgãos com Competência Territorial e Comunitária,A necessidade de manifestação de órgãos responsáveis por povos e comunidades tradicionais foi avaliada de acordo com legislação específica?,a) INCRA – impactos potenciais em territórios quilombolas (Portaria Interministerial nº 60/2015 e Decreto 10.252/2020);,,,,,MG,2024-01-01
R.411,,,EIA,6. ÓRGÃOS E ENTIDADES ENVOLVIDOS,6.6 Órgãos com Competência Territorial e Comunitária,A necessidade de manifestação de órgãos responsáveis por povos e comunidades tradicionais foi avaliada de acordo com legislação específica?,b) FUNAI – impactos sobre terras e comunidades indígenas (Portaria Interministerial nº 60/2015);,,,,,MG,2024-01-01
R.412,,,EIA,6. ÓRGÃOS E ENTIDADES ENVOLVIDOS,6.6 Órgãos com Competência Territorial e Comunitária,A necessidade de manifestação de órgãos responsáveis por povos e comunidades tradicionais foi avaliada de acordo com legislação específica?,c) Sedese – análise complementar sobre povos tradicionais (Convenção 169 da OIT);,,,,,MG,2024-01-01
R.413,,,EIA,6. ÓRGÃOS E ENTIDADES ENVOLVIDOS,6.6 Órgãos com Competência Territorial e Comunitária,A necessidade de manifestação de órgãos responsáveis por povos e comunidades tradicionais foi avaliada de acordo com legislação específica?,d) Identificação de comunidades reconhecidas pela CEPCT-MG;,,,,,MG,2024-01-01
R.414,,,EIA,6. ÓRGÃOS E ENTIDADES ENVOLVIDOS,6.6 Órgãos com Competência Territorial e Comunitária,A necessidade de manifestação de órgãos responsáveis por povos e comunidades tradicionais foi avaliada de acordo com legislação específica?,e) Identificação de comunidades tradicionais identificadas pela equipe do EIA;,,,,,MG,2024-01-01
R.415,,,EIA,6. ÓRGÃOS E ENTIDADES ENVOLVIDOS,6.6 Órgãos com Competência Territorial e Comunitária,A necessidade de manifestação de órgãos responsáveis por povos e comunidades tradicionais foi avaliada de acordo com legislação específica?,"f) Avaliação dos impactos culturais, territoriais e socioeconômicos",,,,,MG,2024-01-01
R.416,,,EIA,6. ÓRGÃOS E ENTIDADES ENVOLVIDOS,6.7 Órgãos Setoriais e Técnicos com Competência Específica,Todos os órgãos setoriais com interferência potencial foram identificados e analisados adequadamente?,a) IBAMA – anuência quando prevista em legislação federal (Lei 11.428/2006; Decreto 6.660/2008);,,,,,MG,2024-01-01
R.417,,,EIA,6. ÓRGÃOS E ENTIDADES ENVOLVIDOS,6.7 Órgãos Setoriais e Técnicos com Competência Específica,Todos os órgãos setoriais com interferência potencial foram identificados e analisados adequadamente?,b) ANM – impactos sobre patrimônio paleontológico (Lei Federal 13.575/2017);,,,,,MG,2024-01-01
R.418,,,EIA,6. ÓRGÃOS E ENTIDADES ENVOLVIDOS,6.7 Órgãos Setoriais e Técnicos com Competência Específica,Todos os órgãos setoriais com interferência potencial foram identificados e analisados adequadamente?,c) COMAER – interferências em Áreas de Segurança Aeroportuária (Lei 12.725/2012);,,,,,MG,2024-01-01
R.419,,,EIA,6. ÓRGÃOS E ENTIDADES ENVOLVIDOS,6.7 Órgãos Setoriais e Técnicos com Competência Específica,Todos os órgãos setoriais com interferência potencial foram identificados e analisados adequadamente?,d) Órgãos municipais – quando atividades interferem no uso e ocupação do solo;,,,,,MG,2024-01-01
R.420,,,EIA,6. ÓRGÃOS E ENTIDADES ENVOLVIDOS,6.7 Órgãos Setoriais e Técnicos com Competência Específica,Todos os órgãos setoriais com interferência potencial foram identificados e analisados adequadamente?,"e) Órgãos responsáveis por infraestrutura (DNIT, DER, concessionárias de energia, saneamento, estradas);",,,,,MG,2024-01-01
R.421,,,EIA,6. ÓRGÃOS E ENTIDADES ENVOLVIDOS,6.7 Órgãos Setoriais e Técnicos com Competência Específica,Todos os órgãos setoriais com interferência potencial foram identificados e analisados adequadamente?,f) Exigência de autorizações complementares conforme o tipo de empreendimento,,,,,MG,2024-01-01
R.422,,,EIA,6. ÓRGÃOS E ENTIDADES ENVOLVIDOS,6.8 Lista Ampliada de Órgãos Potencialmente Envolvidos,O estudo apresenta lista abrangente de órgãos que podem ser envolvidos conforme o tipo de impacto identificado?,a) IEPHA-MG;,,,,,MG,2024-01-01
R.423,,,EIA,6. ÓRGÃOS E ENTIDADES ENVOLVIDOS,6.8 Lista Ampliada de Órgãos Potencialmente Envolvidos,O estudo apresenta lista abrangente de órgãos que podem ser envolvidos conforme o tipo de impacto identificado?,b) IPHAN;,,,,,MG,2024-01-01
R.424,,,EIA,6. ÓRGÃOS E ENTIDADES ENVOLVIDOS,6.8 Lista Ampliada de Órgãos Potencialmente Envolvidos,O estudo apresenta lista abrangente de órgãos que podem ser envolvidos conforme o tipo de impacto identificado?,c) IBAMA;,,,,,MG,2024-01-01
R.425,,,EIA,6. ÓRGÃOS E ENTIDADES ENVOLVIDOS,6.8 Lista Ampliada de Órgãos Potencialmente Envolvidos,O estudo apresenta lista abrangente de órgãos que podem ser envolvidos conforme o tipo de impacto identificado?,d) INCRA;,,,,,MG,2024-01-01
R.426,,,EIA,6. ÓRGÃOS E ENTIDADES ENVOLVIDOS,6.8 Lista Ampliada de Órgãos Potencialmente Envolvidos,O estudo apresenta lista abrangente de órgãos que podem ser envolvidos conforme o tipo de impacto identificado?,e) FUNAI;,,,,,MG,2024-01-01
R.427,,,EIA,6. ÓRGÃOS E ENTIDADES ENVOLVIDOS,6.8 Lista Ampliada de Órgãos Potencialmente Envolvidos,O estudo apresenta lista abrangente de órgãos que podem ser envolvidos conforme o tipo de impacto identificado?,f) ICMBio;,,,,,MG,2024-01-01
R.428,,,EIA,6. ÓRGÃOS E ENTIDADES ENVOLVIDOS,6.8 Lista Ampliada de Órgãos Potencialmente Envolvidos,O estudo apresenta lista abrangente de órgãos que podem ser envolvidos conforme o tipo de impacto identificado?,g) Órgãos gestores de UC estaduais ou municipais;,,,,,MG,2024-01-01
R.429,,,EIA,6. ÓRGÃOS E ENTIDADES ENVOLVIDOS,6.8 Lista Ampliada de Órgãos Potencialmente Envolvidos,O estudo apresenta lista abrangente de órgãos que podem ser envolvidos conforme o tipo de impacto identificado?,h) COMAER;,,,,,MG,2024-01-01
R.430,,,EIA,6. ÓRGÃOS E ENTIDADES ENVOLVIDOS,6.8 Lista Ampliada de Órgãos Potencialmente Envolvidos,O estudo apresenta lista abrangente de órgãos que podem ser envolvidos conforme o tipo de impacto identificado?,i) ANM;,,,,,MG,2024-01-01
R.431,,,EIA,6. ÓRGÃOS E ENTIDADES ENVOLVIDOS,6.8 Lista Ampliada de Órgãos Potencialmente Envolvidos,O estudo apresenta lista abrangente de órgãos que podem ser envolvidos conforme o tipo de impacto identificado?,j) Sedese (quando houver povos/comunidades tradicionais);,,,,,MG,2024-01-01
R.432,,,EIA,6. ÓRGÃOS E ENTIDADES ENVOLVIDOS,6.8 Lista Ampliada de Órgãos Potencialmente Envolvidos,O estudo apresenta lista abrangente de órgãos que podem ser envolvidos conforme o tipo de impacto identificado?,k) Órgãos adicionais conforme as características do empreendimento,,,,,MG,2024-01-01
R.433,,,EIA,6. ÓRGÃOS E ENTIDADES ENVOLVIDOS,6.9 Análise Integrada das Necessidades de Manifestação,A necessidade de manifestação de cada órgão foi relacionada de forma objetiva aos impactos e características do empreendimento?,a) Quadro consolidado contendo: órgão – fundamento legal – motivo da manifestação – impactos relacionados;,,,,,MG,2024-01-01
R.434,,,EIA,6. ÓRGÃOS E ENTIDADES ENVOLVIDOS,6.9 Análise Integrada das Necessidades de Manifestação,A necessidade de manifestação de cada órgão foi relacionada de forma objetiva aos impactos e características do empreendimento?,b) Análise de obrigatoriedade versus manifestação condicional;,,,,,MG,2024-01-01
R.435,,,EIA,6. ÓRGÃOS E ENTIDADES ENVOLVIDOS,6.9 Análise Integrada das Necessidades de Manifestação,A necessidade de manifestação de cada órgão foi relacionada de forma objetiva aos impactos e características do empreendimento?,c) Identificação de pontos críticos jurídicos ou administrativos;,,,,,MG,2024-01-01
R.436,,,EIA,6. ÓRGÃOS E ENTIDADES ENVOLVIDOS,6.9 Análise Integrada das Necessidades de Manifestação,A necessidade de manifestação de cada órgão foi relacionada de forma objetiva aos impactos e características do empreendimento?,d) Integração com o capítulo de impactos;,,,,,MG,2024-01-01
R.437,,,EIA,6. ÓRGÃOS E ENTIDADES ENVOLVIDOS,6.9 Análise Integrada das Necessidades de Manifestação,A necessidade de manifestação de cada órgão foi relacionada de forma objetiva aos impactos e características do empreendimento?,e) Avaliação da suficiência das informações encaminhadas,,,,,MG,2024-01-01
R.438,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,7 – Caracterização do Empreendimento/Atividade e Aspectos Ambientais,"O estudo apresenta uma visão integrada do empreendimento, com clareza quanto à motivação, justificativa, componentes estruturais, localização e organização por fases, permitindo avaliar impactos com base técnica suficiente?","a) Motivação, justificativa e objetivos gerais;",,,,,MG,2024-01-01
R.439,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,7 – Caracterização do Empreendimento/Atividade e Aspectos Ambientais,"O estudo apresenta uma visão integrada do empreendimento, com clareza quanto à motivação, justificativa, componentes estruturais, localização e organização por fases, permitindo avaliar impactos com base técnica suficiente?","b) Natureza, porte e finalidade do empreendimento;",,,,,MG,2024-01-01
R.440,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,7 – Caracterização do Empreendimento/Atividade e Aspectos Ambientais,"O estudo apresenta uma visão integrada do empreendimento, com clareza quanto à motivação, justificativa, componentes estruturais, localização e organização por fases, permitindo avaliar impactos com base técnica suficiente?","c) Integração com plantas, mapas e anexos técnicos;",,,,,MG,2024-01-01
R.441,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,7 – Caracterização do Empreendimento/Atividade e Aspectos Ambientais,"O estudo apresenta uma visão integrada do empreendimento, com clareza quanto à motivação, justificativa, componentes estruturais, localização e organização por fases, permitindo avaliar impactos com base técnica suficiente?",d) Identificação dos principais componentes e processos;,,,,,MG,2024-01-01
R.442,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,7 – Caracterização do Empreendimento/Atividade e Aspectos Ambientais,"O estudo apresenta uma visão integrada do empreendimento, com clareza quanto à motivação, justificativa, componentes estruturais, localização e organização por fases, permitindo avaliar impactos com base técnica suficiente?",e) Estruturação clara das fases do empreendimento;,,,,,MG,2024-01-01
R.443,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,7 – Caracterização do Empreendimento/Atividade e Aspectos Ambientais,"O estudo apresenta uma visão integrada do empreendimento, com clareza quanto à motivação, justificativa, componentes estruturais, localização e organização por fases, permitindo avaliar impactos com base técnica suficiente?",f) Coerência com diagnóstico ambiental e avaliação de impactos,,,,,MG,2024-01-01
R.444,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,7.1 – Apresentação Geral do Empreendimento,"A apresentação geral descreve motivação, justificativa, natureza, finalidade e escopo com clareza e adequação técnica?",a) Motivação e justificativa técnica;,,,,,MG,2024-01-01
R.445,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,7.1 – Apresentação Geral do Empreendimento,"A apresentação geral descreve motivação, justificativa, natureza, finalidade e escopo com clareza e adequação técnica?","b) Relevância setorial, ambiental, social e econômica;",,,,,MG,2024-01-01
R.446,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,7.1 – Apresentação Geral do Empreendimento,"A apresentação geral descreve motivação, justificativa, natureza, finalidade e escopo com clareza e adequação técnica?",c) Escopo geral do empreendimento;,,,,,MG,2024-01-01
R.447,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,7.1 – Apresentação Geral do Empreendimento,"A apresentação geral descreve motivação, justificativa, natureza, finalidade e escopo com clareza e adequação técnica?",d) Relação entre atividades previstas e potenciais impactos;,,,,,MG,2024-01-01
R.448,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,7.1 – Apresentação Geral do Empreendimento,"A apresentação geral descreve motivação, justificativa, natureza, finalidade e escopo com clareza e adequação técnica?",e) Clareza sobre fases do projeto,,,,,MG,2024-01-01
R.449,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,7.2 – Mapas Obrigatórios,"Os mapas foram apresentados conforme escalas, conteúdos obrigatórios e arquivos georreferenciados exigidos?","1) Mapa 1:50.000 contendo:  
a) Limites municipais",,,,,MG,2024-01-01
R.450,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,7.2 – Mapas Obrigatórios,"Os mapas foram apresentados conforme escalas, conteúdos obrigatórios e arquivos georreferenciados exigidos?","1) Mapa 1:50.000 contendo:  
b) Áreas urbana, rural e de expansão",,,,,MG,2024-01-01
R.451,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,7.2 – Mapas Obrigatórios,"Os mapas foram apresentados conforme escalas, conteúdos obrigatórios e arquivos georreferenciados exigidos?","1) Mapa 1:50.000 contendo:  
c) Acessos principais",,,,,MG,2024-01-01
R.452,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,7.2 – Mapas Obrigatórios,"Os mapas foram apresentados conforme escalas, conteúdos obrigatórios e arquivos georreferenciados exigidos?","2) Mapa 1:10.000 contendo
a)Limites patrimoniais e confrontantes",,,,,MG,2024-01-01
R.453,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,7.2 – Mapas Obrigatórios,"Os mapas foram apresentados conforme escalas, conteúdos obrigatórios e arquivos georreferenciados exigidos?","2) Mapa 1:10.000 contendo
b)Poligonais ANM (quando houver)",,,,,MG,2024-01-01
R.454,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,7.2 – Mapas Obrigatórios,"Os mapas foram apresentados conforme escalas, conteúdos obrigatórios e arquivos georreferenciados exigidos?","2) Mapa 1:10.000 contendo
c)Rede hidrográfica;",,,,,MG,2024-01-01
R.455,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,7.2 – Mapas Obrigatórios,"Os mapas foram apresentados conforme escalas, conteúdos obrigatórios e arquivos georreferenciados exigidos?","2) Mapa 1:10.000 contendo
d) APPs e Reserva Legal",,,,,MG,2024-01-01
R.456,,,EIA,7. CARACTERIZAÇÃO DO EMPREENDIMENTO/ATIVIDADE E ASPECTOS AMBIENTAIS,7.2 – Mapas Obrigatórios,"Os mapas foram apresentados conforme escalas, conteúdos obrigatórios e arquivos georreferenciados exigidos?","2) Mapa 1:10.000 contendo
e) Infraestruturas projetadas (implantação e operação);",,,,,MG,2024-01-01
